"demoID","sipasID","username","subjectID","study_ID","school","sequence_order","demo_datetime","responseID","condition_value","response_iter","response_text","Resp_tot","Mental_terms_tot","Ment_stat_just_tot","Com_first_resp","response_datetime","lagtime_ms","accessCode","itemID","userID","sesID","dreamID","startDate","endDate","participantID","X"
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3895,"C",1,"She does what she did because while she had been dancing she bumped into the vase, breaking it so when her mother came home she didn't wanna get in trouble so she blamed it on the dog.",1,"2",1,1,"6/6/18 12:46",850,"FASCPILOT2",1976,16028,"rln6art2rocuj92p286uttl8p2","pub_clb3HQ-LoB","6/4/18 11:20","6/4/18 11:20","3018",NA
408,133037,"3025",NA,"12SPlizzie","noSchool","GDEHCFAB","6/4/18 10:30",3581,"C",1,"The girl tells the older lady that the dog broke the vase because she doesn't want to get in trouble.",1,"1",1,1,"6/4/18 10:40",1367,"FASCPILOT2",1976,15984,"55oredj9c034pmrm5juodgcmj7","pub_Yg1zrcfyyV","6/4/18 10:30","6/4/18 10:30","3025",NA
389,132764,"2907",NA,"12SPlizzie","noSchool","AEGDBFHC","5/23/18 11:21",3417,"C",1,"she broke the vase and didn't want to get in trouble so she blamed it on her dog",1,"2",1,1,"5/23/18 11:27",918,"FASCPILOT2",1976,15780,"g4nts3jek8bpcj2qfc8m6o2j34","pub_T00as@6KHd","5/23/18 11:21","5/23/18 11:21","2907",NA
401,133030,"3019",NA,"12SPlizzie","noSchool","GDECHFBA","6/4/18 10:11",3540,"C",1,"The girl blames the shattered vase on the dog because of the fact that she simply does not want to be reprimanded for her actions.",1,"2",1,1,"6/4/18 10:26",1768,"FASCPILOT2",1976,15943,"aljbunp92f49q8ag278cor7gh6","pub_~Uiau55O97","6/4/18 10:11","6/4/18 10:11","3019",NA
474,133185,"3215",NA,"12SPlizzie","noSchool","GDCFHEBA","6/7/18 12:39",4114,"C",1,"Because the girl's mom blame the girl for breaking when it was their dog",1,"1",1,0,"6/7/18 12:43",1072,"FASCPILOT2",1976,16634,"i12gv5p9lhpckup02puf0cnn62","pub_@UcloF4L@H","6/7/18 12:38","6/7/18 12:38","3215",NA
366,122174,"0",NA,"12SPlizzie","noSchool","CHGEBDFA","1/18/18 11:44",3214,"C",1,"she's bad",1,"1",1,0,"1/18/18 11:46",105886,"FASCPILOT2",1976,14221,"q8qlkgsrcskp4segcuhqlg1b23","pub_D8NIZkItkK","12/8/17 11:18","12/8/17 11:18","0",NA
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3895,"C",1,"She does what she did because while she had been dancing she bumped into the vase, breaking it so when her mother came home she didn't wanna get in trouble so she blamed it on the dog.",NA,NA,NA,NA,"6/6/18 12:46",850,"FASCPILOT2",1976,16404,"83416p2o9jg42e01vp3k4f8ou1","pub_Nblz_c4ekG","6/6/18 12:39","6/6/18 12:39","3018",NA
394,132769,"2908",NA,"12SPlizzie","noSchool","GBEDAFCH","5/23/18 11:43",3476,"C",1,"She was dancing and moved closer to the vase and broke it accidentally and when her mother came home she blamed it on the dog so she would not get in trouble.",1,"1",1,1,"5/23/18 11:57",699,"FASCPILOT2",1976,15810,"qin0cldhlofu3ktkl777c0oc16","pub_OqA8e7vIj9","5/23/18 11:43","5/23/18 11:43","2908",NA
345,120881,"2204",NA,"12SPlizzie","noSchool","CEBFAHGD","12/8/17 12:39",2970,"C",2,NA,NA,NA,NA,NA,"12/8/17 12:40",3338,"FASCPILOT2",1976,14247,"d6ssemjet63jgaiqgq86mo2422","pub_8py63J0zxo","12/8/17 12:39","12/8/17 12:39","2204",NA
418,133047,"3007",NA,"12SPlizzie","noSchool","EHGAFBDC","6/4/18 11:17",3665,"C",1,"She doesn't want to get in trouble",1,"1",1,1,"6/4/18 11:24",605,"FASCPILOT2",1976,16022,"69iqrc95ltkqfspj9itkhcbj75","pub_LmnTjBpDGk","6/4/18 11:17","6/4/18 11:17","3007",NA
345,120881,"2204",NA,"12SPlizzie","noSchool","CEBFAHGD","12/8/17 12:39",2969,"C",1,"When the girl broke the vase she didn't want her mother to get mad at her, so she blamed it on the dog.",1,"3",1,1,"12/8/17 12:40",3005,"FASCPILOT2",1976,14247,"d6ssemjet63jgaiqgq86mo2422","pub_8py63J0zxo","12/8/17 12:39","12/8/17 12:39","2204",NA
424,133054,"3003",NA,"12SPlizzie","noSchool","AHFBCGDE","6/4/18 12:38",3724,"C",1,"She does what she does in the story because she doesn't want to get in trouble, an d is probably afraid of what her mom might do.",1,"2",1,1,"6/4/18 12:46",1123,"FASCPILOT2",1976,16121,"ja9h5bqndin8u8ttavu2ighmn3","pub_rOCeCZVhL2","6/4/18 12:38","6/4/18 12:38","3003",NA
337,120873,"2216",NA,"12SPlizzie","noSchool","HFBGAECD","12/8/17 12:30",2953,"C",1,"The girl is dancing for either fun or practice.",1,"0",0,0,"12/8/17 12:38",1829,"FASCPILOT2",1976,14237,"dvgbj7isqejags3tuv6gratfe7","pub_cG6of4XduE","12/8/17 12:30","12/8/17 12:30","2216",NA
340,120876,"2214",NA,"12SPlizzie","noSchool","AHFGEBDC","12/8/17 12:31",3019,"C",1,"The girl blames the vase breaking on the dog, even though it was her fault, because she doesn't want to get in trouble for it.",1,"2",1,1,"12/8/17 12:46",1547,"FASCPILOT2",1976,14239,"bk68o4iraraa92lae1gu79mbt7","pub_ykRzLmzxp~","12/8/17 12:31","12/8/17 12:31","2214",NA
460,133170,"3218",NA,"12SPlizzie","noSchool","GCAFDBEH","6/7/18 11:20",4037,"C",1,"so she doent get yelled at",NA,NA,NA,NA,"6/7/18 11:23",4413,"FASCPILOT2",1976,16635,"tff2tru6h4uspk50roqhpu9lu1","pub_CW~r@4Uhqk","6/7/18 12:40","6/7/18 12:40","3218",1
384,132759,"2916",NA,"12SPlizzie","noSchool","FECGAHDB","5/23/18 10:33",3360,"C",1,"So she doesn't get in trouble by her mother.",1,"0",0,1,"5/23/18 10:37",939,"FASCPILOT2",1976,15736,"5m70nqrk201jmqc8v5kjv4mmk1","pub_bTRQpZB6go","5/23/18 10:33","5/23/18 10:33","2916",NA
387,132762,"2911",NA,"12SPlizzie","noSchool","DGBFEHAC","5/23/18 11:18",3411,"C",1,"The girl got carried away with the dancing and broke something, so she blamed the dog. ",1,"1",1,0,"5/23/18 11:26",770,"FASCPILOT2",1976,15776,"aj2fiehv75rmrh6svvfinkajb6","pub_ENLynF2HMy","5/23/18 11:18","5/23/18 11:18","2911",NA
461,133172,"3212",NA,"12SPlizzie","noSchool","ABCHFEGD","6/7/18 12:36",4059,"C",1,NA,NA,NA,NA,NA,"6/7/18 12:39",38057,"FASCPILOT2",1976,16619,"dqi7l5igjk4gt6lgii9fn0fce1","pub_j_kJ_6IYIA","6/7/18 12:36","6/7/18 12:36","3212",NA
383,132758,"2913",NA,"12SPlizzie","noSchool","GFCHADEB","5/23/18 10:30",3352,"C",2,"She was just having fun",1,"1",1,0,"5/23/18 10:35",1374,"FASCPILOT2",1976,15733,"f4nei50el4qabnacua2si65eq1","pub_dgiGhO1D~o","5/23/18 10:30","5/23/18 10:30","2913",NA
335,120869,"0",NA,"12SPlizzie","noSchool","ABHGDEFC","12/8/17 11:20",2898,"C",1,NA,NA,NA,NA,NA,"12/8/17 11:21",967,"FASCPILOT2",1976,14221,"q8qlkgsrcskp4segcuhqlg1b23","pub_D8NIZkItkK","12/8/17 11:18","12/8/17 11:18","0",NA
412,133041,"3031",NA,"12SPlizzie","noSchool","GEDFAHBC","6/4/18 10:45",3648,"C",1,"The girl is dancing and doesn't watch where she is and breaks the vase and when her mother comes back, she blames that the dog did it so she won't get into trouble. ",1,"1",1,1,"6/4/18 11:15",1014,"FASCPILOT2",1976,15995,"9t8v5rpc6qmg2ah4gbb8b6ds94","pub_iPsQGldsBQ","6/4/18 10:44","6/4/18 10:45","3031",1
420,133049,"3017",NA,"12SPlizzie","noSchool","AGCHFDBE","6/4/18 11:26",3684,"C",2,"She also does this because she doesn't want to get in trouble so she blames it on the dog since it is the easy way out.",1,"2",0,1,"6/4/18 11:36",2870,"FASCPILOT2",1976,16033,"1ohtbj7qi86pp0oa2ffq8bq7p4","pub_Gjd_QZ2zbG","6/4/18 11:26","6/4/18 11:26","3017",NA
352,121004,"2310",NA,"12SPlizzie","noSchool","DEFBGACH","12/13/17 11:41",3106,"C",2,NA,NA,NA,NA,NA,"12/13/17 11:47",1368,"FASCPILOT2",1976,14373,"5ie6grdh1dkgcfpvabrmo2p0e0","pub_n9jVmuxp9J","12/13/17 11:41","12/13/17 11:41","2310",NA
383,132758,"2913",NA,"12SPlizzie","noSchool","GFCHADEB","5/23/18 10:30",3351,"C",1,"The girl was dancing by herself and with her dog the dog was laying and as soon as he got up the dog dropped the vase, and she was blamed from her mother",1,"1",1,0,"5/23/18 10:35",813,"FASCPILOT2",1976,15733,"f4nei50el4qabnacua2si65eq1","pub_dgiGhO1D~o","5/23/18 10:30","5/23/18 10:30","2913",NA
441,133130,"3113",NA,"12SPlizzie","noSchool","CDAEFBHG","6/6/18 10:47",3850,"C",1,"She was having fun and she was dancing while her mom was gone and accidentally hit the vase and it dropped and shattered on the floor.",1,"1",1,0,"6/6/18 10:48",6833,"FASCPILOT2",1976,16292,"b2t1u9uince7b6mgssccoeav24","pub_URLjeY8ZPD","6/6/18 10:47","6/6/18 10:47","3113",1
366,122174,"0",NA,"12SPlizzie","noSchool","CHGEBDFA","1/18/18 11:44",3214,"C",1,"she's bad",1,"0",0,0,"1/18/18 11:46",105886,"FASCPILOT2",1976,14221,"q8qlkgsrcskp4segcuhqlg1b23","pub_D8NIZkItkK","12/8/17 11:18","12/8/17 11:18","0",NA
395,132770,"2905",NA,"12SPlizzie","noSchool","CEGBAHDF","5/23/18 11:44",3446,"C",2,"The doesn't want to face the wrath of her mother.",1,"1",1,1,"5/23/18 11:46",1323,"FASCPILOT2",1976,15811,"eajk9ck2ealdsd4q9eojjg7643","pub_382JZTvvA4","5/23/18 11:44","5/23/18 11:44","2905",NA
440,133129,"3115",NA,"12SPlizzie","noSchool","AEHBCFGD","6/6/18 10:41",3844,"C",1,"the girl does what she does in the story because she does not want to get in trouble with her mother.",1,"1",1,1,"6/6/18 10:47",2433,"FASCPILOT2",1976,16286,"vp49pk7qkdta738ncq9qbdk491","pub_w-Wo0Y8dw3","6/6/18 10:41","6/6/18 10:41","3115",1
362,121018,"2315",NA,"12SPlizzie","noSchool","HEBACFGD","12/13/17 12:52",3174,"D",1,"I don't know what she's doing",NA,NA,NA,NA,"12/13/17 12:57",1367,"FASCPILOT2",1976,14393,"12f010hqpduq4041rnfel08d24","pub_nr2f2IIJrT","12/13/17 12:52","12/13/17 12:52","2315",NA
364,121020,"2305",NA,"12SPlizzie","noSchool","BECHGDAF","12/13/17 12:57",3183,"D",1,"Calls over the man",1,"0",0,0,"12/13/17 12:59",1588,"FASCPILOT2",1976,14397,"iscgcmelj9itpi54n4tibui3s3","pub_tF9rphrLpp","12/13/17 12:56","12/13/17 12:56","2305",NA
423,133053,"3002",NA,"12SPlizzie","noSchool","EHBDFAGC","6/4/18 12:12",3714,"D",1,"The man thought that the woman was saying hi to him but as it turns out she wasn't.",1,"1",1,0,"6/4/18 12:19",1948,"FASCPILOT2",1976,16101,"b0pct18ou0sfrh3lob4ul2fvi0","pub_PDmC9nzKOo","6/4/18 12:11","6/4/18 12:11","3002",1
456,133148,"test",NA,"12SPlizzie","noSchool","EFAGHCDB","6/6/18 15:34",4004,"D",1,NA,NA,NA,NA,NA,"6/6/18 15:35",945,"FASCPILOT2",1976,16441,"gvve0oej3tgv0c5b6815iq33e0","pub_ZLF@2XY4WK","6/6/18 15:34","6/6/18 15:34","test",1
357,121012,"2307",NA,"12SPlizzie","noSchool","CEBHAFGD","12/13/17 12:41",3149,"D",1,"I dont know what happend",NA,NA,NA,NA,"12/13/17 12:45",1978,"FASCPILOT2",1976,14387,"lvt7s5fi41it2u3bp2a0rko113","pub_nTKIwqWwnr","12/13/17 12:41","12/13/17 12:41","2307",NA
412,133041,"3031",NA,"12SPlizzie","noSchool","GEDFAHBC","6/4/18 10:45",3619,"D",1,"The woman is calling someone and the man that comes to her thinks that she is calling him over so he goes to her but realizes that she was waving to someone else over.",1,"2",1,0,"6/4/18 10:55",1039,"FASCPILOT2",1976,15995,"9t8v5rpc6qmg2ah4gbb8b6ds94","pub_iPsQGldsBQ","6/4/18 10:44","6/4/18 10:45","3031",NA
473,133184,"3213",NA,"12SPlizzie","noSchool","BHDCAEGF","6/7/18 12:38",4140,"D",2,"The woman is saying hi to someone, the guy thinks it's him nut it turns out it's somebody else",1,"1",0,0,"6/7/18 12:45",4618,"FASCPILOT2",1976,16632,"0v7eltggn64micdm0qplusdvt7","pub_h4jaW6p8vf","6/7/18 12:38","6/7/18 12:38","3213",NA
361,121017,"2302",NA,"12SPlizzie","noSchool","FHCBAGDE","12/13/17 12:52",3205,"D",2,"She wanted to make him feel bad or subtlely cause people to laugh",1,"2",1,0,"12/13/17 13:04",575,"FASCPILOT2",1976,14394,"j4s1bkmkt25bg0gggfatafq0s2","pub_bU8ItRxBmV","12/13/17 12:52","12/13/17 12:52","2302",NA
419,133048,"3018",NA,"12SPlizzie","noSchool","GFDEBCAH","6/4/18 11:20",3669,"D",1,"The women does what she does because she sees that there is a long line for the bus, so she sees a man standing waiting in line towards the front with a good chance of entering the bus. She then proceeds in making him notice her so that she could get the ",1,"1",1,0,"6/4/18 11:27",1647,"FASCPILOT2",1976,16028,"rln6art2rocuj92p286uttl8p2","pub_clb3HQ-LoB","6/4/18 11:20","6/4/18 11:20","3018",NA
427,133057,"3004",NA,"12SPlizzie","noSchool","FDEBHACG","6/4/18 12:54",3748,"D",1,"The woman waves at the man to come to her, but when he does, she walk away from him. I  think she does this to him to make him mad or confused.",1,"2",1,1,"6/4/18 13:00",3433,"FASCPILOT2",1976,16141,"50up2ddhbrof1n9uq0ai4gmhl4","pub_LoapNlDgXY","6/4/18 12:54","6/4/18 12:54","3004",1
406,133035,"3026",NA,"12SPlizzie","noSchool","GBHACEDF","6/4/18 10:29",3621,"D",1,"The woman in the story may have been waving to another person behind the man who thought that the woman was waving at.",1,"1",1,0,"6/4/18 10:56",1902,"FASCPILOT2",1976,15980,"fr789mvhv8p2puluh70jbsnpm2","pub_IbpoGPeI8G","6/4/18 10:29","6/4/18 10:29","3026",NA
433,133119,"3122",NA,"12SPlizzie","noSchool","FCDABEGH","6/6/18 10:14",3794,"D",1,"I'm guessing the women in the story was waving at someone but the man believed two be him. When he had walked by her with a smile on his face it seems like the women's expression changed because she wasn't waving to him like he had believed which also cau",1,"2",1,0,"6/6/18 10:24",2757,"FASCPILOT2",1976,16249,"qsu60cal0j3shtbfbh11n1qsg6","pub_OFUM7EKGyC","6/6/18 10:14","6/6/18 10:14","3122",NA
401,133030,"3019",NA,"12SPlizzie","noSchool","GDECHFBA","6/4/18 10:11",3516,"D",2,"The woman might have might have done this to lure the man away from someone or something.",1,"0",0,0,"6/4/18 10:19",1276,"FASCPILOT2",1976,15943,"aljbunp92f49q8ag278cor7gh6","pub_~Uiau55O97","6/4/18 10:11","6/4/18 10:11","3019",NA
345,120881,"2204",NA,"12SPlizzie","noSchool","CEBFAHGD","12/8/17 12:39",3030,"D",1,"She was pointing the guy out and then walks away because she thought he was ignoring her",1,"2",1,0,"12/8/17 12:48",3399,"FASCPILOT2",1976,14247,"d6ssemjet63jgaiqgq86mo2422","pub_8py63J0zxo","12/8/17 12:39","12/8/17 12:39","2204",NA
478,133189,"3214",NA,"12SPlizzie","noSchool","HGDFECBA","6/7/18 12:41",4142,"D",1,"the two characters in it look like they passed by the street and they knew each other and said a quick hi",1,"1",1,0,"6/7/18 12:45",1488,"FASCPILOT2",1976,16636,"4mhfoflrv55paglbp054ig9kj2","pub_FQVUq@a6Wm","6/7/18 12:40","6/7/18 12:40","3214",NA
468,133179,"3210",NA,"12SPlizzie","noSchool","GHCFADBE","6/7/18 12:37",4166,"D",1,"this woman was waving and a man thought he was talking o her",1,"1",1,0,"6/7/18 12:48",771,"FASCPILOT2",1976,16622,"oo85jhl0re2drlvs1tivm5e3d7","pub__BJs@XuLvb","6/7/18 12:37","6/7/18 12:37","3210",1
437,133125,"3123",NA,"12SPlizzie","noSchool","EFBCDHGA","6/6/18 10:37",3830,"D",2,NA,NA,NA,NA,NA,"6/6/18 10:42",2735,"FASCPILOT2",1976,16281,"3v21pfqmp9s39bien6u66in2j7","pub_5ARhPNZLxe","6/6/18 10:37","6/6/18 10:37","3123",NA
443,133132,"3018",NA,"12SPlizzie","noSchool","AHDBCEFG","6/6/18 12:40",3890,"D",1,"I think that the woman was asking the man to help her, but no longer needed the help??",NA,NA,NA,NA,"6/6/18 12:44",1431,"FASCPILOT2",1976,16404,"83416p2o9jg42e01vp3k4f8ou1","pub_Nblz_c4ekG","6/6/18 12:39","6/6/18 12:39","3018",NA
417,133046,"3013",NA,"12SPlizzie","noSchool","HDBCGFEA","6/4/18 11:11",3649,"D",1,"I think the woman does what she does in this story because maybe she felt awkward about passing by the man.",1,"1",1,0,"6/4/18 11:15",4442,"FASCPILOT2",1976,16016,"pf7hteae1qhqaqvg6e1ig9u3p6","pub_9Z~AwxxLcm","6/4/18 11:11","6/4/18 11:11","3013",NA
392,132767,"2910",NA,"12SPlizzie","noSchool","DFCHEBAG","5/23/18 11:38",3428,"D",1,"the women does what she does on the story to say hi ti the man ",1,"0",0,0,"5/23/18 11:39",20042,"FASCPILOT2",1976,15803,"m8dflggd2t1066h9u06inmhhq0","pub_-Y5BdGhG-5","5/23/18 11:37","5/23/18 11:37","2910",NA
442,133131,"3110",NA,"12SPlizzie","noSchool","EHGABFCD","6/6/18 12:32",3886,"D",2,"She was playing around",1,"1",1,1,"6/6/18 12:38",1511,"FASCPILOT2",1976,16394,"78e0aqa9fidnq9f3m5kd2ne2i6","pub_giBHUYCszh","6/6/18 12:31","6/6/18 12:31","3110",NA
380,132754,"2914",NA,"12SPlizzie","noSchool","DCFHGEAB","5/23/18 10:07",3319,"D",2,"Another reason why the woman does what she does in the story is because she could have been waving to someone else.",1,"0",0,0,"5/23/18 10:09",1318,"FASCPILOT2",1976,15698,"i7vfejlvq0up2g0c5l759fj0m4","pub_LpZOe~5~g~","5/23/18 10:07","5/23/18 10:07","2914",NA
461,133172,"3212",NA,"12SPlizzie","noSchool","ABCHFEGD","6/7/18 12:36",4120,"D",1,NA,NA,NA,NA,NA,"6/7/18 12:44",1973,"FASCPILOT2",1976,16619,"dqi7l5igjk4gt6lgii9fn0fce1","pub_j_kJ_6IYIA","6/7/18 12:36","6/7/18 12:36","3212",NA
404,133033,"3023",NA,"12SPlizzie","noSchool","ECADGFHB","6/4/18 10:23",3551,"D",1,"The woman did this to get a cab or something, or just played with the random stranger or friend to mess with him.
",2,"1",1,1,"6/4/18 10:32",2794,"FASCPILOT2",1976,15965,"893hgbl360ploj5qmo7d7ip7c7","pub_C8hDixitj5","6/4/18 10:23","6/4/18 10:23","3023",NA
381,132755,"2919",NA,"12SPlizzie","noSchool","DCHFABGE","5/23/18 10:08",3318,"D",1,"What the women does in the story is waving her hand at the man and s because she is telling him to stop. ",1,"0",0,0,"5/23/18 10:09",4404,"FASCPILOT2",1976,15700,"5r4sr0m273pb7af9d8a4mk4mb6","pub_DpmgVtzp7V","5/23/18 10:07","5/23/18 10:07","2919",NA
451,133141,"3105",NA,"12SPlizzie","noSchool","FHGADCEB","6/6/18 13:00",3976,"D",1,"The lady was waving at someone else and the man thought that she was waving at him. So when the man started to walk to her she just walked past him so to save the man embarrisment she stopped walking",NA,NA,NA,NA,"6/6/18 13:07",780,"FASCPILOT2",1976,16425,"adrf2s14vmupngh7c9o96eiim5","pub_9Ka8k5qh~c","6/6/18 13:00","6/6/18 13:00","3105",NA
429,133115,"3120",NA,"12SPlizzie","noSchool","DAEHBFGC","6/6/18 10:12",3760,"D",1,"The woman does what she does in the story to get in the front of the line so she does not have to wait in line.",1,"0",0,0,"6/6/18 10:14",4680,"FASCPILOT2",1976,16244,"ouvdcskpa7a95al1io1l8fi3q1","pub_r2g~nfPUq-","6/6/18 10:12","6/6/18 10:12","3120",NA
452,133142,"3111",NA,"12SPlizzie","noSchool","EDGACBHF","6/6/18 13:03",3969,"D",1,"To help him out a bit, he seem scared.",1,"1",1,0,"6/6/18 13:05",1913,"FASCPILOT2",1976,16427,"jvs0rglprunvnmdrpcs1upkfc0","pub_bAmDdTAcil","6/6/18 13:03","6/6/18 13:03","3111",NA
333,120867,"0",NA,"12SPlizzie","noSchool","DHEGABFC","12/8/17 11:18",2868,"D",1,"because",NA,NA,NA,NA,"12/8/17 11:18",709,"FASCPILOT2",1976,14221,"q8qlkgsrcskp4segcuhqlg1b23","pub_D8NIZkItkK","12/8/17 11:18","12/8/17 11:18","0",NA
415,133044,"3016",NA,"12SPlizzie","noSchool","GACFBHDE","6/4/18 11:11",3686,"D",1,"The women does what she does because she raising her hand up to warn the cars ahead that she crossing.",NA,NA,NA,NA,"6/4/18 11:37",1949,"FASCPILOT2",1976,16015,"se6lvcgn88iq0o64864ap80kc6","pub_MmYS84JXQq","6/4/18 11:11","6/4/18 11:11","3016",1
448,133138,"3112",NA,"12SPlizzie","noSchool","DBHECAGF","6/6/18 12:53",3920,"D",1,NA,NA,NA,NA,NA,"6/6/18 12:53",8260,"FASCPILOT2",1976,16419,"tmdla8cakh4fp01mrng9cgk6s1","pub_TRrkcAV5tw","6/6/18 12:52","6/6/18 12:53","3112",1
341,120877,"2211",NA,"12SPlizzie","noSchool","FCABHDGE","12/8/17 12:33",3012,"D",2,"She's high or drunk.",1,"0",0,0,"12/8/17 12:45",591,"FASCPILOT2",1976,14241,"aqclvgvfeilr1lr69k748trj96","pub_mZ-ss1IgRU","12/8/17 12:33","12/8/17 12:33","2211",NA
336,120870,"2213",NA,"12SPlizzie","noSchool","GFACHEBD","12/8/17 11:22",2921,"D",2,"she was haleing a cab",1,"0",0,0,"12/8/17 11:28",938,"FASCPILOT2",1976,14226,"1l2f8p85s1kajk0dfflauehcu2","pub_HsKiNzcSbn","12/8/17 11:21","12/8/17 11:22","2213",NA
449,133139,"3103",NA,"12SPlizzie","noSchool","DCBGHEAF","6/6/18 12:53",3924,"D",1,"She was probably expecting a wave back or a greeting back so when she didn't receive it she didn't feel like finishing her greeting.",1,"2",1,0,"6/6/18 12:55",6193,"FASCPILOT2",1976,16420,"vk2slm6u86fnq2bagj430cgbo4","pub_MZPrhUcvVi","6/6/18 12:52","6/6/18 12:53","3103",1
399,133028,"3022",NA,"12SPlizzie","noSchool","ECBGDFHA","6/4/18 10:11",3490,"E",1,"She does not want to go to the dentist.",1,"1",1,1,"6/4/18 10:13",15745,"FASCPILOT2",1976,15941,"ggkcldho2mtr08676j85dnn2e7","pub_6-bMv3IYRl","6/4/18 10:11","6/4/18 10:11","3022",NA
467,133178,"3201",NA,"12SPlizzie","noSchool","EFBHGCDA","6/7/18 12:37",4053,"E",1,"Jennifer has a toothache but doesnt want to tell her mom because she is going to take her to the dentist if she does",1,"1",1,1,"6/7/18 12:38",2382,"FASCPILOT2",1976,16625,"c5evc6cqu7q7e3ep56frdejag3","pub_hd6y4m96xC","6/7/18 12:37","6/7/18 12:37","3201",NA
378,129440,"JEB_TEST_10",NA,"12SPlizzie","noSchool","EFHDBGAC","4/17/18 15:35",3309,"E",1,"TEST_TEST_TEST",NA,NA,NA,NA,"4/17/18 15:35",9860,"FASCPILOT2",1976,15080,"gmhuc6ko6b6scijgt2koitkbc7","pub_GdBn-ItVsl","4/17/18 15:34","4/17/18 15:34","JEB_TEST_10",NA
354,121006,"2306",NA,"12SPlizzie","noSchool","HABGCDEF","12/13/17 11:42",3093,"E",1,"She's the girl, right? The girl didn't want to go to the dentist so she lied.",1,"2",1,1,"12/13/17 11:45",1291,"FASCPILOT2",1976,14374,"4t0ddjh4ccqej4riagdtim1oj0","pub_qpPZWpZpyY","12/13/17 11:41","12/13/17 11:41","2306",NA
398,133027,"3020",NA,"12SPlizzie","noSchool","BECFDGHA","6/4/18 10:10",3491,"E",1,"She doesn't want to visit the dentist , because she might be scared of what she will do. ",1,"2",1,1,"6/4/18 10:13",1869,"FASCPILOT2",1976,15940,"7f3ptt3sf611e3ll3vg78a92t4","pub_vRbSkpLGtJ","6/4/18 10:10","6/4/18 10:10","3020",NA
349,120885,"2212",NA,"12SPlizzie","noSchool","BFADHECG","12/8/17 12:47",3045,"E",1,"She doesn't want to go to the dentist.",1,"1",1,1,"12/8/17 12:52",642,"FASCPILOT2",1976,14258,"237cam49h7g50a2o1jjc5tdhp3","pub_PMGG2PtLJT","12/8/17 12:47","12/8/17 12:47","2212",NA
358,121013,"2304",NA,"12SPlizzie","noSchool","EGHDABFC","12/13/17 12:41",3134,"E",1,"Jennifer doesn't like going to the distance.",1,"1",1,1,"12/13/17 12:42",4619,"FASCPILOT2",1976,14390,"qvd5innkci1t34m1dser73h796","pub_fFlginj1zy","12/13/17 12:41","12/13/17 12:41","2304",NA
385,132760,"2918",NA,"12SPlizzie","noSchool","DBAGEFCH","5/23/18 11:13",3379,"E",1,"because she don't like to go to the dentist.",1,"1",1,1,"5/23/18 11:19",1034,"FASCPILOT2",1976,15772,"r366k0c6l4d6olv32fdbeht670","pub_tH45wFt5lR","5/23/18 11:12","5/23/18 11:13","2918",NA
389,132764,"2907",NA,"12SPlizzie","noSchool","AEGDBFHC","5/23/18 11:21",3395,"E",1,"Jennifer lies to her mom so she doesn't have to go to the dentist",1,"1",1,1,"5/23/18 11:23",2274,"FASCPILOT2",1976,15780,"g4nts3jek8bpcj2qfc8m6o2j34","pub_T00as@6KHd","5/23/18 11:21","5/23/18 11:21","2907",NA
358,121013,"2304",NA,"12SPlizzie","noSchool","EGHDABFC","12/13/17 12:41",3136,"E",2,"Jenn",NA,NA,NA,NA,"12/13/17 12:42",5450,"FASCPILOT2",1976,14390,"qvd5innkci1t34m1dser73h796","pub_fFlginj1zy","12/13/17 12:41","12/13/17 12:41","2304",NA
412,133041,"3031",NA,"12SPlizzie","noSchool","GEDFAHBC","6/4/18 10:45",3609,"E",1,"Jennifer is hiding the truth about her tooth problem to her mother because if her mother knows what is going on, then she will have to take Jennifer to the dentist and see what the problem is but Jennifer probably has never gone to the dentist and thinks ",1,"3",1,0,"6/4/18 10:51",1732,"FASCPILOT2",1976,15995,"9t8v5rpc6qmg2ah4gbb8b6ds94","pub_iPsQGldsBQ","6/4/18 10:44","6/4/18 10:45","3031",NA
478,133189,"3214",NA,"12SPlizzie","noSchool","HGDFECBA","6/7/18 12:41",4163,"E",1,"the girl doesnt want to go to the dentist so she lied to her mom",1,"2",1,1,"6/7/18 12:47",738,"FASCPILOT2",1976,16636,"4mhfoflrv55paglbp054ig9kj2","pub_FQVUq@a6Wm","6/7/18 12:40","6/7/18 12:40","3214",NA
452,133142,"3111",NA,"12SPlizzie","noSchool","EDGACBHF","6/6/18 13:03",3965,"E",1,"Because she doesn't want to go to the dentist maybe because she is scared",1,"2",1,1,"6/6/18 13:04",4594,"FASCPILOT2",1976,16427,"jvs0rglprunvnmdrpcs1upkfc0","pub_bAmDdTAcil","6/6/18 13:03","6/6/18 13:03","3111",NA
362,121018,"2315",NA,"12SPlizzie","noSchool","HEBACFGD","12/13/17 12:52",3162,"E",1,"she does this so she doesn't go to the dentist",1,"0",0,1,"12/13/17 12:54",1412,"FASCPILOT2",1976,14393,"12f010hqpduq4041rnfel08d24","pub_nr2f2IIJrT","12/13/17 12:52","12/13/17 12:52","2315",NA
